Time," Concentration A, PPM"," Concentration A, %"," Current A, uA"," Current raw A, uA","Concentration B, PPM"," Concentration B, %"," Current B, uA"," Current raw B, uA"," Bias, mV"," Temperature, C",Sensor type,Sensor SN,Board SN,Averaging,Ch. A Mode,Ch. A Gain,Ch. B Mode,Ch. B Gain,,,
11/10/24 10:53,10.000,0.001,0.00900,-0.162000,0,0,0,0.0,-0.1,23,EC4-100-ETO,CLEW0000,205E374E2036,20,Current,"1x, ( ± 500µA)",OFF,N/A,,,
11/10/24 10:53,10.000,0.001,0.00900,-0.162000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,9.300,0.001,0.00900,-0.163000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:53,3.600,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,1.400,0.000,0.00100,-0.170000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:53,-4.300,0.000,-0.00400,-0.176000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-4.400,0.000,-0.00400,-0.176000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:53,-6.100,-0.001,-0.00500,-0.178000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:53,-6.900,-0.001,-0.00600,-0.179000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-5.700,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-3.500,0.000,-0.00300,-0.175000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-5.500,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-6.500,-0.001,-0.00600,-0.178000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-8.800,-0.001,-0.00800,-0.181000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-11.900,-0.001,-0.01100,-0.183000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-13.000,-0.001,-0.01200,-0.185000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-9.800,-0.001,-0.00900,-0.181000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-8.300,-0.001,-0.00800,-0.180000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:53,-10.500,-0.001,-0.01000,-0.182000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-13.100,-0.001,-0.01200,-0.185000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-17.300,-0.002,-0.01600,-0.189000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-19.900,-0.002,-0.01900,-0.191000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-19.700,-0.002,-0.01900,-0.191000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-16.200,-0.002,-0.01500,-0.188000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-17.100,-0.002,-0.01600,-0.189000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-11.400,-0.001,-0.01100,-0.183000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:53,-9.700,-0.001,-0.00900,-0.181000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:54,-8.800,-0.001,-0.00800,-0.180000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:54,-9.700,-0.001,-0.00900,-0.181000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:54,-7.700,-0.001,-0.00700,-0.179000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:54,-6.300,-0.001,-0.00600,-0.178000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:54,-1.700,0.000,-0.00100,-0.174000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:54,-1.800,0.000,-0.00100,-0.174000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-1.200,0.000,-0.00100,-0.173000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,1.300,0.000,0.00100,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,4.900,0.000,0.00400,-0.167000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,1.200,0.000,0.00100,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-2.400,0.000,-0.00200,-0.174000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-2.500,0.000,-0.00200,-0.174000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-2.500,0.000,-0.00200,-0.174000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,1.300,0.000,0.00100,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-0.300,0.000,0.00000,-0.172000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,0.300,0.000,0.00000,-0.172000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,0.700,0.000,0.00000,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,4.000,0.000,0.00300,-0.168000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,6.600,0.001,0.00600,-0.166000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,4.000,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,3.900,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,3.800,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,1.000,0.000,0.00000,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,2.500,0.000,0.00200,-0.169000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-2.300,0.000,-0.00200,-0.174000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,-2.200,0.000,-0.00200,-0.174000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,0.900,0.000,0.00000,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,2.600,0.000,0.00200,-0.169000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,0.300,0.000,0.00000,-0.172000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,4.100,0.000,0.00400,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,4.800,0.000,0.00400,-0.167000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,4.800,0.000,0.00400,-0.167000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,4.100,0.000,0.00400,-0.168000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,2.200,0.000,0.00200,-0.170000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,5.200,0.001,0.00500,-0.167000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,2.400,0.000,0.00200,-0.170000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,-2.800,0.000,-0.00200,-0.175000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,-4.800,0.000,-0.00400,-0.177000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,-9.100,-0.001,-0.00800,-0.181000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-9.000,-0.001,-0.00800,-0.181000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-7.500,-0.001,-0.00700,-0.179000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-8.000,-0.001,-0.00700,-0.180000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,-7.300,-0.001,-0.00700,-0.179000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-7.900,-0.001,-0.00700,-0.180000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-9.800,-0.001,-0.00900,-0.182000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-9.700,-0.001,-0.00900,-0.181000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-7.100,-0.001,-0.00600,-0.179000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,-5.200,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-1.100,0.000,-0.00100,-0.173000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-2.700,0.000,-0.00200,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,0.600,0.000,0.00000,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,-0.100,0.000,0.00000,-0.172000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,0.900,0.000,0.00000,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,2.100,0.000,0.00200,-0.170000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,5.100,0.001,0.00400,-0.167000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,9.300,0.001,0.00900,-0.163000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,12.700,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,12.900,0.001,0.01200,-0.159000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:54,12.300,0.001,0.01200,-0.160000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:54,15.600,0.002,0.01500,-0.157000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,16.200,0.002,0.01500,-0.156000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,15.800,0.002,0.01500,-0.157000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,14.700,0.001,0.01400,-0.158000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,12.900,0.001,0.01200,-0.159000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,11.400,0.001,0.01100,-0.161000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:55,8.100,0.001,0.00700,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,1.600,0.000,0.00100,-0.170000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-2.100,0.000,-0.00200,-0.174000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-8.800,-0.001,-0.00800,-0.180000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-11.100,-0.001,-0.01000,-0.183000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-17.400,-0.002,-0.01600,-0.189000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-12.700,-0.001,-0.01200,-0.184000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-11.200,-0.001,-0.01000,-0.183000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-7.900,-0.001,-0.00700,-0.180000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-6.000,-0.001,-0.00500,-0.178000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-3.200,0.000,-0.00300,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-3.800,0.000,-0.00300,-0.176000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-4.400,0.000,-0.00400,-0.176000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-0.600,0.000,0.00000,-0.173000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:55,-2.500,0.000,-0.00200,-0.174000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-5.300,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-5.400,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-2.700,0.000,-0.00200,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-5.400,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-3.100,0.000,-0.00300,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-0.700,0.000,0.00000,-0.173000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,2.300,0.000,0.00200,-0.170000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,5.400,0.001,0.00500,-0.167000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,8.600,0.001,0.00800,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,12.400,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,15.400,0.002,0.01400,-0.157000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,10.300,0.001,0.00900,-0.162000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,10.200,0.001,0.00900,-0.162000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,9.100,0.001,0.00800,-0.163000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,6.200,0.001,0.00600,-0.166000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,4.300,0.000,0.00400,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,8.400,0.001,0.00800,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,9.200,0.001,0.00800,-0.163000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,8.400,0.001,0.00800,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,5.900,0.001,0.00500,-0.166000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,4.800,0.000,0.00400,-0.167000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,4.400,0.000,0.00400,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,3.500,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,6.800,0.001,0.00600,-0.165000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,9.100,0.001,0.00800,-0.163000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,9.100,0.001,0.00800,-0.163000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,11.200,0.001,0.01000,-0.161000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:55,12.800,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,11.000,0.001,0.01000,-0.161000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,6.100,0.001,0.00500,-0.166000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,1.300,0.000,0.00100,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,0.000,0.000,0.00000,-0.172000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-2.800,0.000,-0.00200,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-5.000,-0.001,-0.00400,-0.177000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-4.400,0.000,-0.00400,-0.176000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-5.200,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-5.200,-0.001,-0.00500,-0.177000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-6.900,-0.001,-0.00600,-0.179000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
